customer_id,age,gender,country,account_type,account_balance,credit_score,join_date
2310,73,Male,Yemen,Savings,38551.13,330,2024-10-14
2311,54,Female,Malaysia,Savings,31136.0,839,2022-12-31
2312,55,Female,Yemen,Current,21168.36,820,2017-05-01
2313,65,Male,Yemen,Current,43081.7,846,2022-02-23
2314,38,Male,Indonesia,Current,49831.82,478,2016-11-25
2315,36,Female,UAE,Savings,22925.82,705,2017-11-11
2316,34,Female,UAE,Savings,22281.48,797,2020-02-10
2317,19,Male,Yemen,Savings,29296.85,689,2024-08-12
2318,33,Female,Yemen,Current,46626.12,730,2024-09-30
2319,21,Female,Yemen,Current,34951.58,791,2023-10-23
2320,27,Female,Malaysia,Current,22158.98,778,2016-03-28
2321,64,Female,Yemen,Current,10472.84,761,2024-11-23
2322,48,Male,Indonesia,Current,15852.08,430,2017-06-24
2323,35,Female,Malaysia,Savings,46118.54,428,2017-08-29
2324,41,Female,Indonesia,Current,6317.03,798,2022-03-26
2325,69,Male,Yemen,Savings,9065.95,343,2023-11-08
2326,22,Female,Indonesia,Savings,38648.93,808,2022-04-14
2327,25,Male,Malaysia,Savings,40330.84,848,2019-07-23
2328,26,Female,Yemen,Current,29872.69,351,2023-09-06
2329,29,Female,Malaysia,Savings,20730.44,669,2023-11-10
2330,64,Female,Malaysia,Current,8793.32,584,2025-08-30
2331,37,Male,Malaysia,Savings,27685.64,477,2021-11-15
2332,30,Male,Indonesia,Current,22197.63,476,2017-02-24
2333,67,Female,Indonesia,Savings,37724.74,765,2018-12-28
2334,32,Female,Indonesia,Savings,7758.16,385,2019-04-23
2335,75,Female,UAE,Savings,41896.9,639,2020-11-21
2336,36,Female,Indonesia,Savings,30255.17,842,2025-12-23
2337,49,Male,Indonesia,Current,11341.52,813,2021-03-07
2338,70,Male,Indonesia,Savings,28575.37,316,2018-08-16
2339,44,Female,UAE,Current,48104.53,492,2024-05-13
2340,24,Female,UAE,Savings,28557.21,731,2023-04-15
2341,63,Female,Yemen,Savings,16343.16,441,2018-12-17
2342,52,Male,UAE,Current,36286.55,831,2023-01-23
2343,38,Female,Indonesia,Savings,32614.39,785,2024-02-02
2344,65,Female,Indonesia,Current,525.97,388,2020-09-19
2345,29,Male,Yemen,Savings,37572.36,455,2023-03-18
2346,50,Female,Yemen,Savings,577.57,305,2016-10-02
2347,40,Female,Indonesia,Savings,519.93,816,2022-05-27
2348,69,Male,Indonesia,Current,17260.6,731,2025-04-27
2349,19,Female,Malaysia,Savings,13870.17,564,2024-12-24
2350,72,Female,Yemen,Current,655.98,640,2025-12-04
2351,68,Female,UAE,Savings,28864.78,607,2024-02-03
2352,51,Female,UAE,Current,25335.88,412,2022-01-10
2353,51,Male,UAE,Current,14434.54,366,2021-07-31
2354,66,Male,UAE,Current,6370.11,322,2024-03-05
2355,44,Male,Yemen,Savings,26850.22,828,2016-08-25
2356,25,Male,UAE,Savings,30571.06,331,2020-05-28
2357,23,Female,Yemen,Savings,40925.54,599,2020-07-15
2358,51,Male,Indonesia,Current,45829.5,703,2020-05-22
2359,74,Female,Yemen,Current,48462.52,316,2019-01-18
2360,64,Female,Malaysia,Savings,33134.49,553,2018-11-18
2361,47,Female,Malaysia,Current,21017.78,663,2024-11-18
2362,38,Male,Yemen,Current,1466.62,386,2016-10-19
2363,53,Male,Indonesia,Savings,39377.48,500,2019-01-22
2364,58,Male,UAE,Current,30634.14,678,2019-08-29
2365,71,Male,UAE,Current,15829.04,803,2016-10-19
2366,66,Female,Yemen,Savings,25084.06,424,2022-09-10
2367,73,Female,Yemen,Savings,29443.69,532,2019-06-17
2368,28,Female,Yemen,Current,2081.98,845,2023-03-19
2369,61,Female,Indonesia,Current,18176.18,738,2025-03-25
2370,25,Female,Malaysia,Savings,14316.44,560,2024-05-23
2371,30,Female,Indonesia,Current,12586.33,647,2020-11-07
2372,34,Male,Indonesia,Savings,1615.06,831,2017-09-27
2373,73,Male,Yemen,Current,21087.2,352,2022-07-01
2374,51,Male,Indonesia,Savings,19607.16,567,2023-05-17
2375,43,Male,UAE,Current,15774.56,554,2024-01-30
2376,58,Male,Yemen,Savings,31449.27,358,2018-02-16
2377,24,Female,UAE,Current,18544.17,676,2017-01-23
2378,24,Female,Indonesia,Savings,49599.58,599,2023-03-31
2379,70,Female,Malaysia,Current,9130.99,357,2017-03-08
2380,72,Male,Indonesia,Current,38911.1,844,2019-03-13
2381,45,Female,Malaysia,Savings,41544.18,839,2023-06-05
2382,68,Male,UAE,Savings,4801.96,668,2017-09-13
2383,30,Male,Yemen,Savings,13375.82,722,2021-10-06
2384,45,Male,Yemen,Savings,11285.63,647,2016-11-25
2385,28,Female,UAE,Savings,19680.06,623,2020-08-12
2386,28,Male,Indonesia,Current,30027.6,529,2019-10-27
2387,38,Male,Yemen,Savings,45017.72,342,2022-12-21
2388,29,Female,Indonesia,Savings,41925.59,722,2025-10-12
2389,57,Female,UAE,Savings,917.7,788,2019-02-06
2390,22,Male,UAE,Savings,17628.76,821,2019-02-06
2391,45,Male,Yemen,Current,1690.54,605,2025-09-11
2392,32,Male,Yemen,Savings,23263.43,385,2018-07-10
2393,59,Male,Malaysia,Current,6743.62,692,2023-05-24
2394,18,Male,Malaysia,Current,48208.76,737,2017-11-23
2395,22,Male,Malaysia,Savings,48291.39,597,2021-08-02
2396,65,Male,Yemen,Current,36929.08,705,2016-05-06
2397,67,Male,UAE,Savings,14307.05,459,2024-07-05
2398,32,Male,Indonesia,Current,11933.68,795,2025-03-19
2399,68,Male,Yemen,Current,31237.11,356,2024-08-02
2400,24,Female,Indonesia,Current,23150.93,520,2023-08-24
2401,68,Female,Malaysia,Savings,49888.41,521,2018-03-09
2402,52,Female,Indonesia,Current,49407.28,572,2023-11-05
2403,60,Male,Indonesia,Savings,38995.75,557,2021-11-28
2404,68,Female,Indonesia,Savings,28945.35,841,2018-11-05
2405,33,Male,Malaysia,Savings,42558.97,746,2018-10-03
2406,28,Female,Yemen,Savings,840.03,642,2023-11-06
2407,26,Male,Malaysia,Savings,49935.59,828,2016-04-13
2408,30,Female,UAE,Current,19177.74,573,2019-02-01
2409,32,Male,Indonesia,Savings,44846.82,353,2022-12-30
2410,31,Male,Indonesia,Savings,15442.87,808,2021-01-20
2411,29,Male,UAE,Current,8301.25,420,2019-05-27
2412,39,Male,Malaysia,Savings,5824.86,706,2024-04-22
2413,60,Male,Indonesia,Current,47648.72,435,2024-11-27
2414,59,Male,Malaysia,Savings,32541.87,733,2019-01-31
2415,37,Male,UAE,Savings,32567.05,435,2018-08-06
2416,54,Female,Malaysia,Current,40017.34,606,2016-07-15
2417,41,Male,Indonesia,Current,49593.14,393,2025-12-25
2418,57,Female,Yemen,Savings,29083.96,606,2025-02-08
2419,36,Male,Malaysia,Current,38114.79,711,2025-01-06
2420,47,Female,Indonesia,Savings,32247.06,790,2024-10-02
2421,52,Male,UAE,Savings,11181.64,356,2016-10-03
2422,57,Female,Yemen,Savings,37541.12,468,2016-04-27
2423,31,Female,Indonesia,Current,15980.74,394,2021-12-26
2424,72,Male,Malaysia,Current,7016.95,559,2019-09-13
2425,73,Male,Malaysia,Savings,2832.92,803,2023-04-30
2426,73,Female,Yemen,Current,8200.56,443,2018-07-12
2427,62,Male,Malaysia,Current,49524.03,476,2019-04-01
2428,49,Female,Indonesia,Current,18133.23,808,2024-08-09
2429,28,Female,Yemen,Savings,34817.48,445,2022-03-16
2430,28,Male,Indonesia,Current,47460.89,598,2016-12-26
2431,58,Male,Indonesia,Savings,5231.09,400,2016-03-09
2432,65,Female,Indonesia,Current,40150.59,405,2021-08-22
2433,45,Male,Yemen,Savings,27362.27,327,2018-08-29
2434,42,Female,UAE,Current,32658.44,565,2020-08-06
2435,55,Female,Yemen,Current,12033.78,470,2018-07-16
2436,51,Female,Malaysia,Current,21824.03,406,2018-12-05
2437,55,Male,UAE,Savings,11323.34,495,2020-06-23
2438,58,Female,Indonesia,Current,33165.12,813,2023-04-01
2439,19,Female,UAE,Savings,11941.46,397,2021-08-25
2440,52,Female,UAE,Savings,6945.42,809,2020-08-04
2441,30,Female,Indonesia,Current,18380.83,455,2023-05-13
2442,29,Male,Yemen,Current,24793.69,399,2018-11-01
2443,43,Male,Malaysia,Current,3128.05,798,2024-12-27
2444,19,Male,Malaysia,Savings,15660.57,529,2024-03-11
2445,32,Male,UAE,Current,43461.83,551,2016-08-10
2446,55,Male,UAE,Current,32117.91,684,2025-01-05
2447,24,Female,UAE,Current,30975.06,674,2017-06-15
2448,24,Male,Yemen,Savings,4343.55,832,2023-11-10
2449,72,Male,Malaysia,Current,40247.26,587,2021-04-28
2450,63,Female,Malaysia,Savings,42689.77,674,2020-08-06
2451,37,Male,Indonesia,Current,24885.79,673,2021-04-22
2452,59,Female,Indonesia,Current,6796.28,844,2017-04-14
2453,35,Male,Indonesia,Savings,26976.39,619,2022-03-02
2454,33,Female,Malaysia,Savings,11030.54,390,2016-04-25
2455,26,Male,Yemen,Current,25399.18,714,2025-11-11
2456,33,Male,Malaysia,Savings,21343.52,460,2017-04-10
2457,35,Female,UAE,Savings,14839.14,597,2016-04-23
2458,66,Female,Malaysia,Savings,48448.78,555,2024-10-07
2459,54,Male,Malaysia,Current,9053.51,754,2019-06-24
2460,39,Female,Malaysia,Savings,36887.44,376,2019-02-17
2461,46,Female,Malaysia,Savings,23619.57,848,2018-05-03
2462,49,Female,Malaysia,Savings,15928.49,352,2019-04-02
2463,60,Female,Malaysia,Current,11800.59,431,2021-10-06
2464,30,Female,Yemen,Current,22809.46,306,2019-05-25
2465,30,Male,Yemen,Savings,43789.33,526,2020-01-02
2466,56,Male,UAE,Current,38609.13,821,2023-08-03
2467,61,Male,UAE,Savings,39469.89,424,2019-06-23
2468,31,Male,Yemen,Savings,4081.94,678,2018-04-30
2469,56,Male,Malaysia,Savings,29384.06,482,2016-01-29
2470,45,Male,Malaysia,Savings,6504.09,692,2018-10-18
2471,67,Female,Yemen,Savings,5401.01,342,2025-07-20
2472,60,Female,UAE,Current,30921.81,360,2020-03-25
2473,60,Female,Yemen,Current,12178.73,631,2017-10-16
2474,54,Male,Indonesia,Savings,28375.88,605,2024-07-01
2475,70,Female,Yemen,Savings,30683.74,826,2021-12-31
2476,56,Male,UAE,Current,41391.26,701,2019-05-04
2477,66,Female,Malaysia,Current,23734.72,543,2023-11-10
2478,53,Male,Malaysia,Savings,46373.88,681,2023-02-19
2479,61,Male,UAE,Savings,42620.87,485,2017-06-03
2480,46,Male,Indonesia,Savings,2066.96,407,2018-10-25
2481,54,Female,Yemen,Current,41819.84,577,2017-09-24
2482,31,Male,Indonesia,Savings,11977.87,585,2024-03-22
2483,64,Male,Indonesia,Savings,37693.72,772,2023-05-15
2484,36,Female,Malaysia,Savings,22353.61,390,2019-06-09
2485,75,Male,Indonesia,Current,19172.95,738,2020-06-08
2486,71,Female,Indonesia,Savings,31385.99,839,2025-04-29
2487,34,Male,Indonesia,Current,3364.94,478,2021-05-13
2488,57,Female,Indonesia,Savings,32842.03,690,2022-03-29
2489,45,Female,UAE,Current,16904.8,314,2025-01-25
2490,58,Female,Malaysia,Current,11966.7,804,2019-06-08
2491,38,Female,Malaysia,Current,34787.96,409,2019-01-04
2492,57,Female,Yemen,Savings,4881.89,553,2023-03-16
2493,28,Female,Malaysia,Current,43759.85,656,2020-04-24
2494,54,Female,Indonesia,Current,19345.1,524,2019-03-20
2495,48,Male,UAE,Current,1903.16,356,2023-06-30
2496,55,Male,Indonesia,Savings,21613.96,601,2019-10-22
2497,61,Female,UAE,Savings,24598.08,452,2019-10-17
2498,20,Female,Yemen,Current,3457.84,431,2020-03-30
2499,42,Female,Yemen,Savings,13880.51,344,2023-05-06
2500,47,Female,Malaysia,Savings,46161.41,763,2020-04-27
2501,54,Female,Malaysia,Current,19994.85,614,2023-02-26
2502,48,Male,UAE,Current,43533.48,337,2017-07-03
2503,34,Male,Yemen,Current,45370.82,699,2024-11-09
2504,46,Female,UAE,Savings,1770.26,682,2018-02-26
2505,72,Female,Malaysia,Savings,18561.28,311,2023-03-24
2506,33,Male,Malaysia,Savings,19646.3,303,2025-04-26
2507,23,Male,Indonesia,Current,1927.62,654,2023-06-21
2508,30,Female,Yemen,Current,45969.51,756,2020-06-26
2509,37,Female,Indonesia,Savings,4207.04,698,2022-11-24
2510,54,Male,Indonesia,Savings,35222.62,662,2021-09-25
2511,26,Male,Indonesia,Savings,32809.36,642,2020-10-11
2512,71,Male,Indonesia,Savings,16882.07,658,2023-07-04
2513,48,Female,Indonesia,Savings,48121.97,583,2023-05-14
2514,67,Male,Indonesia,Savings,5011.38,560,2016-10-12
2515,31,Female,Yemen,Current,6019.73,381,2024-01-27
2516,22,Female,Malaysia,Current,14198.29,420,2022-02-04
2517,65,Male,Yemen,Current,25389.14,663,2024-07-17
2518,52,Male,UAE,Current,7857.16,596,2016-12-01
2519,48,Male,Yemen,Current,30760.04,406,2024-06-19
2520,53,Male,Malaysia,Current,31242.84,401,2016-07-18
2521,40,Male,Malaysia,Savings,13741.1,539,2020-05-28
2522,31,Male,Yemen,Savings,26104.49,453,2024-06-05
2523,30,Female,Yemen,Current,28587.99,478,2025-02-27
2524,73,Female,Indonesia,Current,1597.31,454,2016-09-27
2525,69,Male,Malaysia,Savings,17710.54,646,2020-06-25
2526,54,Female,Malaysia,Savings,38060.38,445,2023-11-08
2527,31,Female,Malaysia,Savings,1208.08,825,2019-04-07
2528,33,Female,Indonesia,Current,32623.27,650,2020-06-30
2529,33,Male,UAE,Current,39058.8,475,2022-07-29
2530,35,Male,Yemen,Current,37786.25,483,2016-07-17
2531,68,Female,Yemen,Current,37195.08,654,2019-01-12
2532,35,Female,Yemen,Savings,6854.32,330,2019-12-21
2533,50,Male,UAE,Current,20564.88,417,2023-07-28
2534,61,Male,Yemen,Savings,3708.41,496,2019-12-17
2535,24,Female,Malaysia,Current,27601.27,649,2024-07-03
2536,61,Female,UAE,Savings,3089.48,745,2017-06-07
2537,75,Male,Malaysia,Current,20944.88,314,2018-01-09
2538,42,Female,Malaysia,Current,14460.04,346,2019-06-22
2539,60,Female,Indonesia,Current,20293.04,836,2023-03-09
2540,23,Female,UAE,Current,13462.14,478,2017-12-08
2541,67,Male,Yemen,Savings,7025.7,428,2024-01-09
2542,66,Male,Malaysia,Current,44401.07,484,2022-01-27
2543,63,Male,Yemen,Savings,38328.22,802,2022-10-22
2544,67,Female,Malaysia,Savings,47189.45,314,2021-09-01
2545,66,Female,Malaysia,Current,7850.84,309,2022-05-28
2546,56,Female,UAE,Current,47107.75,807,2025-03-22
2547,25,Male,UAE,Current,46483.11,540,2019-04-25
2548,47,Male,Indonesia,Current,42120.3,468,2021-03-28
2549,71,Male,UAE,Savings,30609.4,408,2016-11-05
2550,36,Female,UAE,Current,47083.16,483,2017-07-11
2551,51,Female,Indonesia,Savings,25207.06,538,2020-12-29
2552,30,Male,Yemen,Current,46465.48,352,2021-06-07
2553,31,Male,Yemen,Current,19295.65,321,2017-01-09
2554,57,Male,Indonesia,Current,28866.51,330,2025-09-06
2555,32,Female,UAE,Current,35207.33,500,2017-08-14
2556,52,Male,Indonesia,Savings,32193.11,661,2018-06-22
2557,42,Female,Indonesia,Savings,40104.28,377,2016-06-03
2558,48,Male,Malaysia,Current,45294.42,410,2020-03-29
2559,32,Female,Yemen,Current,1756.43,399,2022-07-27
2560,40,Male,Malaysia,Savings,6591.93,356,2023-03-15
2561,53,Female,Yemen,Savings,20219.41,752,2024-07-11
2562,50,Male,UAE,Savings,35628.43,633,2022-03-28
2563,18,Female,Indonesia,Savings,11598.94,545,2019-10-06
2564,36,Male,UAE,Savings,4838.97,755,2025-05-13
2565,35,Male,Yemen,Current,41995.62,337,2019-12-11
2566,41,Female,Malaysia,Savings,27729.28,542,2017-12-26
2567,27,Female,Indonesia,Current,15088.28,436,2025-09-09
2568,65,Male,Yemen,Current,20569.51,371,2022-04-20
2569,24,Female,Indonesia,Savings,37718.22,773,2016-06-27
2570,62,Female,Yemen,Savings,40522.98,310,2020-02-22
2571,68,Female,Yemen,Savings,46526.18,773,2021-03-26
2572,62,Male,UAE,Current,40388.6,684,2019-01-02
2573,66,Female,Indonesia,Current,36748.79,325,2018-09-18
2574,65,Female,Malaysia,Savings,10776.75,818,2018-04-16
2575,43,Female,Yemen,Current,33485.47,430,2017-07-27
2576,54,Male,Malaysia,Savings,46302.41,635,2022-07-07
2577,65,Male,Yemen,Savings,48648.6,775,2018-11-18
2578,49,Male,Malaysia,Savings,20493.77,588,2022-12-30
2579,60,Female,Indonesia,Current,19791.35,353,2017-04-22
2580,66,Female,UAE,Current,18737.6,563,2023-10-04
2581,74,Male,Malaysia,Savings,21695.05,688,2023-06-12
2582,51,Male,UAE,Savings,31855.76,654,2017-05-16
2583,22,Female,Malaysia,Current,3944.54,645,2022-01-27
2584,72,Female,UAE,Current,24145.2,346,2024-01-30
2585,70,Female,Malaysia,Savings,29371.24,709,2022-04-01
2586,70,Male,Malaysia,Savings,38924.95,418,2021-12-29
2587,31,Female,UAE,Current,48033.82,575,2017-02-21
2588,33,Female,Yemen,Current,17499.7,397,2017-01-30
2589,73,Male,Yemen,Current,11830.73,774,2020-05-24
2590,58,Male,Indonesia,Savings,37781.77,338,2021-01-24
2591,24,Male,Indonesia,Savings,44819.93,407,2020-03-09
2592,53,Female,UAE,Current,42363.71,584,2023-06-18
2593,68,Male,Yemen,Current,28881.21,593,2021-10-04
2594,69,Male,Malaysia,Savings,10181.44,564,2022-01-05
2595,21,Male,Indonesia,Current,4563.61,391,2020-11-05
2596,31,Female,Malaysia,Savings,13003.03,415,2019-03-29
2597,62,Male,Indonesia,Current,32769.45,584,2023-02-21
2598,46,Female,Yemen,Savings,30365.83,330,2025-06-10
2599,62,Female,Malaysia,Current,31159.45,479,2023-01-23
2600,74,Male,Yemen,Savings,23473.04,714,2020-02-10
2601,39,Male,Yemen,Savings,33159.59,514,2022-01-19
2602,24,Male,Malaysia,Current,18525.71,842,2017-08-13
2603,57,Male,Yemen,Current,48591.51,488,2020-04-12
2604,75,Female,Yemen,Current,13425.1,781,2021-04-02
2605,23,Male,Indonesia,Savings,12296.04,735,2023-10-13
2606,48,Male,UAE,Current,23333.66,748,2023-09-07
2607,41,Female,UAE,Savings,23279.11,300,2024-12-23
2608,22,Female,Indonesia,Savings,41926.74,415,2022-08-02
2609,24,Female,UAE,Savings,47191.1,481,2023-10-08
2610,45,Male,Yemen,Current,3100.35,486,2022-10-17
2611,71,Male,UAE,Savings,31747.46,611,2023-01-05
2612,40,Female,UAE,Current,20518.74,315,2018-06-16
2613,26,Female,Indonesia,Current,8349.11,724,2020-12-02
2614,61,Female,Malaysia,Current,35368.94,627,2021-04-26
2615,30,Male,Yemen,Current,29946.71,595,2017-03-28
2616,47,Male,Indonesia,Current,30687.26,797,2023-04-09
2617,39,Male,Indonesia,Current,33203.83,449,2022-01-26
2618,30,Male,Yemen,Savings,38464.46,405,2019-10-29
2619,73,Male,Indonesia,Savings,30692.69,403,2023-05-02
2620,44,Female,Malaysia,Savings,5384.69,748,2021-08-04
2621,35,Male,UAE,Current,7688.74,328,2021-10-21
2622,29,Male,Yemen,Current,14773.13,320,2021-01-12
2623,31,Male,Yemen,Savings,4863.77,624,2024-05-31
2624,18,Female,Indonesia,Current,511.65,318,2021-09-02
2625,51,Female,Malaysia,Savings,45744.45,649,2019-09-29
2626,24,Female,Yemen,Current,6465.07,795,2019-08-22
2627,22,Female,Malaysia,Savings,14969.87,823,2024-06-02
2628,38,Female,Yemen,Current,32940.2,304,2018-03-06
2629,27,Female,Yemen,Current,10269.7,667,2022-11-18
2630,56,Female,UAE,Current,48298.98,656,2022-11-22
2631,65,Female,Yemen,Savings,40726.22,604,2017-02-01
2632,47,Female,UAE,Current,43545.67,431,2025-12-08
2633,19,Female,Malaysia,Current,37561.75,847,2019-11-04
2634,73,Male,Yemen,Savings,28347.12,843,2020-05-22
2635,52,Male,Indonesia,Current,15728.81,674,2024-06-03
2636,30,Female,Yemen,Savings,33919.95,486,2022-04-23
2637,49,Male,Indonesia,Savings,12139.73,555,2020-01-12
2638,45,Male,Malaysia,Savings,6540.79,728,2019-09-26
2639,59,Male,Indonesia,Savings,13161.78,706,2024-09-14
2640,60,Male,Yemen,Current,957.65,620,2018-06-21
2641,71,Female,Yemen,Savings,1735.88,622,2022-05-14
2642,20,Male,UAE,Current,25528.31,359,2020-02-23
2643,71,Female,Indonesia,Savings,42607.68,531,2021-09-12
2644,59,Male,Indonesia,Savings,30191.61,576,2016-11-07
2645,26,Male,Yemen,Savings,11834.68,731,2018-12-22
2646,33,Female,UAE,Savings,14848.02,737,2017-07-05
2647,58,Male,UAE,Current,11024.85,354,2017-01-26
2648,63,Female,Indonesia,Savings,40409.04,470,2023-04-01
2649,35,Female,Malaysia,Savings,26522.45,793,2016-12-02
2650,73,Male,Indonesia,Savings,10934.62,817,2021-02-10
2651,54,Female,UAE,Current,10263.42,550,2021-02-06
2652,71,Male,Indonesia,Current,18519.43,459,2017-04-09
2653,41,Male,Yemen,Savings,44855.17,499,2017-07-07
2654,65,Male,Indonesia,Current,6446.24,757,2018-06-20
2655,27,Male,UAE,Savings,30854.34,771,2025-08-09
2656,20,Male,Malaysia,Savings,5859.58,693,2021-07-06
2657,22,Male,Indonesia,Current,22694.92,779,2020-11-30
2658,73,Male,Malaysia,Savings,5272.38,476,2023-10-19
2659,27,Female,Yemen,Current,24691.89,525,2018-07-30
2660,43,Female,UAE,Current,37113.27,317,2024-05-31
2661,37,Female,UAE,Current,9755.05,593,2016-04-05
2662,46,Female,Indonesia,Savings,38698.8,714,2025-11-25
2663,22,Male,Indonesia,Savings,814.88,569,2021-04-18
2664,19,Male,Yemen,Savings,13983.27,755,2018-06-24
2665,35,Female,Malaysia,Current,15847.58,768,2025-09-09
2666,25,Female,Indonesia,Savings,33822.8,453,2020-12-01
2667,69,Male,Indonesia,Savings,40998.63,313,2025-05-08
2668,27,Female,UAE,Current,47097.34,533,2021-09-28
2669,48,Female,UAE,Savings,42659.0,728,2021-06-08
2670,58,Female,Indonesia,Savings,5884.51,470,2021-11-04
2671,31,Male,Malaysia,Current,24488.62,654,2024-05-12
2672,52,Male,Indonesia,Savings,16344.11,806,2021-11-16
2673,20,Female,Yemen,Current,1084.03,699,2024-06-24
2674,60,Female,UAE,Savings,2991.05,577,2018-11-05
2675,47,Female,Malaysia,Current,34677.95,698,2022-07-02
2676,46,Male,Yemen,Savings,16594.97,430,2020-10-17
2677,66,Female,UAE,Savings,7771.13,515,2024-09-14
2678,41,Female,Yemen,Savings,38359.92,753,2023-10-27
2679,49,Male,Indonesia,Savings,33728.84,318,2019-01-24
2680,19,Male,Malaysia,Savings,18732.73,549,2020-04-28
2681,47,Male,UAE,Savings,23083.6,318,2022-11-11
2682,62,Male,Indonesia,Savings,25040.49,646,2022-07-03
2683,71,Female,UAE,Current,42991.88,759,2024-07-04
2684,41,Male,Indonesia,Savings,40235.58,734,2017-02-18
2685,75,Male,UAE,Current,35257.9,442,2024-11-11
2686,31,Male,Indonesia,Current,15393.32,563,2016-06-07
2687,57,Female,UAE,Current,48963.03,688,2016-01-27
2688,57,Male,Malaysia,Current,13876.23,369,2019-11-17
2689,28,Male,Indonesia,Savings,27680.06,732,2024-07-21
2690,18,Female,Malaysia,Savings,21243.52,708,2025-05-22
2691,30,Male,Yemen,Current,29149.24,731,2016-02-28
2692,68,Female,UAE,Current,20431.67,554,2021-10-30
2693,24,Female,Indonesia,Current,36353.52,557,2022-07-29
2694,65,Female,Yemen,Current,33816.56,557,2021-12-04
2695,65,Male,Yemen,Current,5533.13,388,2023-11-30
2696,71,Male,Yemen,Savings,21589.09,304,2021-01-24
2697,25,Male,UAE,Current,19388.7,676,2020-04-29
2698,53,Male,Indonesia,Current,10486.36,506,2019-10-05
2699,34,Female,Malaysia,Savings,30854.01,430,2017-05-12
2700,21,Male,Indonesia,Current,21517.52,786,2024-11-08
2701,22,Female,Yemen,Current,13220.74,303,2019-07-26
2702,32,Male,Yemen,Savings,15070.49,528,2017-03-24
2703,61,Female,Yemen,Savings,23591.26,753,2024-12-07
2704,74,Male,Yemen,Savings,37844.52,326,2025-05-15
2705,43,Male,UAE,Savings,39953.26,320,2023-01-24
2706,39,Male,Indonesia,Current,45799.53,484,2022-09-03
2707,57,Male,Malaysia,Savings,8874.36,538,2023-08-08
2708,47,Female,Yemen,Current,18025.95,685,2016-03-26
2709,70,Male,Yemen,Current,26393.22,737,2020-11-30
2710,69,Female,Malaysia,Savings,19026.81,772,2016-09-19
2711,55,Male,Indonesia,Current,35571.83,696,2022-03-17
2712,26,Female,Malaysia,Current,13454.89,526,2023-04-05
2713,37,Male,UAE,Current,28067.06,475,2025-04-13
2714,75,Female,Malaysia,Savings,18255.45,418,2018-09-05
2715,57,Female,UAE,Savings,38387.66,589,2018-03-23
2716,30,Male,Yemen,Current,2226.24,420,2021-03-12
2717,33,Male,UAE,Savings,6417.18,704,2020-09-12
2718,53,Female,Indonesia,Current,44351.39,782,2025-11-27
2719,19,Female,UAE,Current,9889.04,467,2020-11-13
2720,47,Female,Yemen,Current,29262.26,420,2019-01-11
2721,26,Female,UAE,Current,4707.57,545,2021-04-27
2722,69,Female,UAE,Savings,13357.23,698,2019-08-24
2723,23,Male,Indonesia,Savings,47300.82,502,2017-11-30
2724,60,Male,Indonesia,Current,9643.44,333,2025-01-31
2725,55,Male,Yemen,Savings,3346.1,729,2025-11-14
2726,18,Female,Indonesia,Current,21882.61,703,2021-12-07
2727,39,Male,Yemen,Savings,10799.92,599,2024-04-05
2728,28,Male,Malaysia,Current,25000.4,422,2020-04-19
2729,63,Female,UAE,Savings,15456.77,664,2023-08-13
2730,68,Male,Indonesia,Savings,37009.85,438,2018-08-20
2731,32,Female,Indonesia,Current,12765.88,754,2022-03-01
2732,52,Female,Malaysia,Current,48802.34,541,2023-11-18
2733,25,Female,Yemen,Current,32204.48,406,2015-12-30
2734,38,Female,UAE,Savings,4523.85,513,2021-10-27
2735,18,Male,UAE,Current,24375.75,828,2019-06-29
2736,65,Male,Indonesia,Current,16685.22,827,2023-08-26
2737,25,Male,Malaysia,Savings,38476.54,830,2018-09-02
2738,30,Female,Yemen,Current,47102.27,509,2018-04-16
2739,49,Female,Yemen,Savings,26668.96,352,2024-02-07
2740,41,Female,Malaysia,Current,24799.49,460,2025-11-27
2741,72,Female,UAE,Current,20397.38,318,2020-02-25
2742,18,Male,Yemen,Current,42614.83,398,2019-09-10
2743,73,Male,UAE,Savings,26498.43,470,2023-01-06
2744,39,Female,Malaysia,Savings,36462.57,458,2018-10-05
2745,57,Female,UAE,Current,2957.59,837,2021-03-01
2746,25,Female,Malaysia,Savings,12817.17,384,2024-12-13
2747,33,Male,UAE,Current,48901.34,324,2022-03-17
2748,55,Female,UAE,Savings,43489.09,661,2020-09-15
2749,32,Female,UAE,Current,32192.53,619,2025-11-19
2750,60,Male,Yemen,Savings,40201.4,526,2019-06-08
2751,26,Male,Yemen,Savings,19720.68,778,2023-09-08
2752,56,Female,Indonesia,Savings,16659.81,630,2017-07-10
2753,58,Female,Malaysia,Savings,5002.19,636,2019-10-07
2754,28,Male,UAE,Savings,49863.03,456,2022-12-23
2755,65,Female,Indonesia,Current,32281.69,312,2025-04-22
2756,46,Female,UAE,Savings,10560.14,472,2019-05-02
2757,31,Female,Indonesia,Savings,26363.92,699,2016-04-07
2758,39,Male,Yemen,Current,41784.49,347,2019-02-06
2759,46,Male,UAE,Savings,7564.13,822,2016-08-27
2760,66,Male,Malaysia,Savings,6823.06,691,2021-06-24
2761,41,Female,Malaysia,Current,3903.62,339,2024-08-17
2762,62,Female,Malaysia,Savings,47532.64,365,2019-04-09
2763,46,Male,Yemen,Savings,15978.95,825,2016-08-22
